"id","name","city","country_code","state_province","latitude","longitude","ports","power_kw","power_class","is_fast_dc"
64511,Parking przy ul. Gospody,Gdańsk,PL,pomorskie,54.416382,18.587515,3,,UNKNOWN,false
64468,ENSTO Straszyn,Straszyn,PL,pomorskie,54.276657,18.589629,2,11,AC_L2_(7.5-21kW),false
61429,Centrum Handlowe Jantar w Słupsku,Słupsk,PL,pomorskie,54.455533,16.989753,1,3,AC_L1_(<7.5kW),false
61428,Unitral Mielno,Mielno,PL,pomorskie,54.260543,16.05687,10,22,AC_HIGH_(22-49kW),false
60379,Tesla Poznań Superchanger,Poznań,PL,Greater Poland Voivodeship,52.399723,16.894948,6,150,DC_ULTRA_(>=150kW),true
57976,Stacja paliw Lotos - Gdynia,Gdynia,PL,pomorskie,54.496767,18.539603,1,44,AC_HIGH_(22-49kW),false
57916,Tesla Kostomloty Supercharger,Kostomłoty,PL,"",51.036968,16.584617,4,150,DC_ULTRA_(>=150kW),true
57616,Centrum Riviera - południe,Gdynia,PL,pomorskie,54.502396,18.532549,12,3,AC_L1_(<7.5kW),false
57615,Centrum Riviera - północ,Gdynia,PL,pomorskie,54.506507,18.533193,12,22,AC_HIGH_(22-49kW),false
56343,NISSAN Sosnowiec,Sosnowiec,PL,"",50.296357,19.116463,1,44,AC_HIGH_(22-49kW),false
56342,NISSAN Jasnogórska,Kraków,PL,Malopolskie,50.09898,19.890993,1,44,AC_HIGH_(22-49kW),false
54560,Alchemia - zespół budynków biurowych,Gdańsk,PL,pomorskie,54.398992,18.576757,12,11,AC_L2_(7.5-21kW),false
54559,Parking przy ul. Przemyskiej,Gdańsk,PL,pomorskie,54.3278,18.593647,5,3,AC_L1_(<7.5kW),false
54534,Straż Miejska / salon Citroena,Gdańsk,PL,pomorskie,54.34849,18.671097,2,22,AC_HIGH_(22-49kW),false
54338,Stacja paliw Lotos - Gdańsk,Gdańsk,PL,pomorskie,54.371199,18.627395,1,44,AC_HIGH_(22-49kW),false
54337,Olivia Business Centre,Gdańsk,PL,pomorskie,54.402312,18.570928,3,50,DC_FAST_(50-149kW),true
54325,Parking przy ul. Trubadurów,Gdansk,PL,pomorskie,54.373409,18.625797,1,,UNKNOWN,false
54206,Miejski Ogród Zoologiczny,Gdańsk,PL,pomorskie,54.414228,18.535756,2,22,AC_HIGH_(22-49kW),false
54205,"Zarząd Dróg i Zieleni w Gdańsku, Partyzantów 36",Gdańsk,PL,pomorskie,54.378369,18.600845,2,22,AC_HIGH_(22-49kW),false
52224,Urząd Miasta Gdańsk,Gdańsk,PL,pomorskie,54.351534,18.640845,2,22,AC_HIGH_(22-49kW),false
52029,Urząd Miasta Sopot,Sopot,PL,pomorskie,54.439744,18.564579,2,22,AC_HIGH_(22-49kW),false
52028,CH Ogrody,Elbląg,PL,pomorskie,54.185642,19.406807,2,22,AC_HIGH_(22-49kW),false
52027,IKEA Poznań,Poznań,PL,Velkopolské vojvodství,52.382507,16.988018,2,22,AC_HIGH_(22-49kW),false
51284,Wrocławska 19,Długołęka,PL,"",51.177872,17.189516,1,11,AC_L2_(7.5-21kW),false
60378,Tesla Katowice Superchanger,Katowice,PL,Silisian Voiodeship,50.254584,19.046627,4,150,DC_ULTRA_(>=150kW),true
194179,Kraków Supercharger,Kraków,PL,Lesser Poland Voivodeship,50.02757,19.952449,4,133,DC_FAST_(50-149kW),true
188999,"4 Bratysławska",Kraków,PL,Lesser Poland Voivodeship,50.0847,19.935656,1,50,DC_FAST_(50-149kW),true
175715,Hotel Vinci,Kraków,PL,małopolskie,50.108508,19.837949,1,40,AC_HIGH_(22-49kW),false
175698,Praska Park,Kraków,PL,małopolskie,50.047565,19.914259,3,40,AC_HIGH_(22-49kW),false
175697,Park Handlowy Zakopianka,Kraków,PL,Lesser Poland Voivodeship,50.014336,19.931378,2,40,AC_HIGH_(22-49kW),false
175696,M1 - GO+EAuto,Kraków,PL,małopolskie,50.064782,20.000024,1,40,AC_HIGH_(22-49kW),false
175521,Centralna - ZDMK,Kraków,PL,Lesser Poland Voivodeship,50.063707,20.007851,1,40,AC_HIGH_(22-49kW),false
175520,IBIS Hotel,Kraków,PL,malopolskie,50.081651,20.047965,1,40,AC_HIGH_(22-49kW),false
175514,Novotel Kraków,Kraków,PL,Lesser Poland Voivodeship,50.07053,19.896797,1,40,AC_HIGH_(22-49kW),false
161310,PKN Orlen,Kraków,PL,"",50.074969,19.91021,2,50,DC_FAST_(50-149kW),true
161309,PKN Orlen,Kraków,PL,"",50.071198,19.893461,2,50,DC_FAST_(50-149kW),true
127826,Tesla Destination Charger,Dźwirzyno,PL,"",54.162913,15.438795,1,22,AC_HIGH_(22-49kW),false
256008,Ekoen Warszawa P14,Warszawa,PL,Mazowieckie,52.177988,20.997359,6,350,DC_ULTRA_(>=150kW),true
193148,Sheraton Grand Warsaw,Warszawa,PL,Mazowieckie,52.228206,21.025678,2,11,AC_L2_(7.5-21kW),false
130765,Greenway Atrium Promenada,Warszawa,PL,Mazowieckie,52.2312,21.105718,1,50,DC_FAST_(50-149kW),true
130759,Greenway Atrium Reduta Warszawa,Warszawa,PL,Mazowieckie,52.213096,20.951989,1,50,DC_FAST_(50-149kW),true
85458,Apartamenty Cosmopolitan,Warszawa,PL,Mazowieckie,52.235546,21.001557,2,22,AC_HIGH_(22-49kW),false
130257,Greenway Polska Atrium Promenada,Warszawa,PL,Mazowieckie,52.231556,21.105694,2,50,DC_FAST_(50-149kW),true
130256,Greenway Polska Auchan Modlińska,Warszawa,PL,Mazowieckie,52.2947,21.000013,1,50,DC_FAST_(50-149kW),true
130255,Greenway Polska Sadyba Best Mall,Warszawa,PL,Mazowieckie,52.187917,21.060267,1,50,DC_FAST_(50-149kW),true
130254,Greenway Polska Hotel Sheraton,Warszawa,PL,Mazowieckie,52.185943,20.989581,1,22,AC_HIGH_(22-49kW),false
130253,Greenway Polska Atrium Reduta,Warszawa,PL,Mazowieckie,52.212922,20.951721,1,50,DC_FAST_(50-149kW),true
130251,Greenway Polska Galeria Młociny,Warszawa,PL,Mazowieckie,52.290411,20.927477,9,22,AC_HIGH_(22-49kW),false
130249,Greenway Polska Atrium Targówek,Warszawa,PL,Mazowieckie,52.303694,21.058305,1,50,DC_FAST_(50-149kW),true
127867,The Westin Warsaw,Warszawa,PL,Mazowieckie,52.235436,20.996647,2,22,AC_HIGH_(22-49kW),false
95240,Galeria Polnocna,Warszawa,PL,Mazowieckie,52.318517,20.967035,3,22,AC_HIGH_(22-49kW),false
88658,Lidl Warszawa,Warszawa,PL,Mazowieckie,52.303849,20.987065,3,50,DC_FAST_(50-149kW),true
88657,Lidl Warszawa,Warszawa,PL,Mazowieckie,52.106401,21.016153,3,50,DC_FAST_(50-149kW),true
87389,H15 Boutique Hotel,Warszawa,PL,Mazowieckie,52.225119,21.011656,1,22,AC_HIGH_(22-49kW),false
75152,Greenway Polska Galeria Mokotów,Warszawa,PL,Mazowieckie,52.179697,21.004457,1,44,AC_HIGH_(22-49kW),false
75065,CH Arkadia,Warszawa,PL,Mazowieckie,52.257373,20.984583,1,3,AC_L1_(<7.5kW),false
64783,BMW Group,Warszawa,PL,Mazowieckie,52.185326,21.002861,1,50,DC_FAST_(50-149kW),true
57210,Grupa PKP Energetyka,Warszawa,PL,Mazowieckie,52.224686,21.007387,2,22,AC_HIGH_(22-49kW),false
51350,Lewinowska 37A,Warszawa,PL,Mazowieckie,52.28545,21.082,1,11,AC_L2_(7.5-21kW),false
51349,Nieświeska 52,Warszawa,PL,Mazowieckie,52.265703,21.082421,1,11,AC_L2_(7.5-21kW),false
51348,Plac Teatralny,Warszawa,PL,Mazowieckie,52.244215,21.010513,1,11,AC_L2_(7.5-21kW),false
51347,Centrum Nauki Kopernik - Wybrzeże Kościuszkowskie 20,Warszawa,PL,Mazowieckie,52.241688,21.027836,1,22,AC_HIGH_(22-49kW),false
51346,Budynek RWE - Wybrzeże Kościuszkowskie 41,Warszawa,PL,Mazowieckie,52.239246,21.030837,4,22,AC_HIGH_(22-49kW),false
51344,Emilii Plater,Warszawa,PL,Mazowieckie,52.231945,21.003838,1,11,AC_L2_(7.5-21kW),false
51343,Plac Defilad 1,Warszawa,PL,Mazowieckie,52.230524,21.007401,1,11,AC_L2_(7.5-21kW),false
51342,Piękna 44,Warszawa,PL,Mazowieckie,52.223168,21.013634,1,11,AC_L2_(7.5-21kW),false
51341,Stanisława Rychlińskiego 2,Warszawa,PL,Mazowieckie,52.21295,21.009507,1,,UNKNOWN,false
51339,Włodarzewska 68,Warszawa,PL,Mazowieckie,52.202741,20.950996,1,11,AC_L2_(7.5-21kW),false
51338,Pory 80,Warszawa,PL,Mazowieckie,52.190474,21.044785,1,11,AC_L2_(7.5-21kW),false
51337,Konstruktorska 5,Warszawa,PL,Mazowieckie,52.185277,20.997775,1,11,AC_L2_(7.5-21kW),false
51335,Marynarska 13,Warszawa,PL,Mazowieckie,52.17803,21.00058,1,11,AC_L2_(7.5-21kW),false
51334,Rotmistrza Witolda Pileckiego,Warszawa,PL,Mazowieckie,52.142925,21.038556,1,11,AC_L2_(7.5-21kW),false
9494,RWE,Warszawa,PL,Mazowieckie,52.202539,20.950606,1,,UNKNOWN,false
176017,Tauron Panewnicka,Katowice,PL,Silisian Voiodeship,50.226283,18.973833,2,22,AC_HIGH_(22-49kW),false
175600,Dworzec PKP Katowice,Katowice,PL,Silisian Voiodeship,50.256728,19.016379,2,22,AC_HIGH_(22-49kW),false
175599,Dworzec PKP Katowice Ligota,Katowice,PL,Silisian Voiodeship,50.226345,18.977354,2,22,AC_HIGH_(22-49kW),false
175597,Tauron Lasy Państwowe Św. Huberta,Katowice,PL,Silisian Voiodeship,50.227201,19.000419,2,22,AC_HIGH_(22-49kW),false
175531,GreenWay Galeria Katowicka,Katowice,PL,Silisian Voiodeship,50.258143,19.016682,3,40,AC_HIGH_(22-49kW),false
175519,BMW Sikora Libero,Katowice,PL,Silisian Voiodeship,50.223439,18.986112,2,22,AC_HIGH_(22-49kW),false
161553,PKN Orlen,Katowice,PL,Silisian Voiodeship,50.262362,19.043633,2,100,DC_FAST_(50-149kW),true
161552,PKN Orlen,Katowice,PL,Silisian Voiodeship,50.230543,18.972365,2,100,DC_FAST_(50-149kW),true
130899,Greenway Ikea Katowice,Katowice,PL,Silisian Voiodeship,50.270568,19.058464,4,22,AC_HIGH_(22-49kW),false
130898,Greenway Auchan Katowice,Katowice,PL,Silisian Voiodeship,50.273895,18.969434,1,40,AC_HIGH_(22-49kW),false
130897,Greenway Silesia City Center Katowice,Katowice,PL,Silisian Voiodeship,50.27088,19.007228,1,50,DC_FAST_(50-149kW),true
130291,Greenway Polska Auchan Katowice,Katowice,PL,Silisian Voiodeship,50.230236,18.949922,1,40,AC_HIGH_(22-49kW),false
